no.,serial_number_for_camera,precinct,police_office,location
524,AE090,大同,延平,南京西路167巷3-1號燈桿
525,AE091,大同,延平,延平北路2段61巷15號
526,AE092,大同,延平,天水路與南京西路344巷口燈桿
527,AE093,大同,延平,天水路51巷28號
528,AE094,大同,延平,天水路35號
529,AE095,大同,延平,延平北路二段1號
530,AE096,大同,延平,延平北路與民生西路322號口(西南角)
531,AE097,大同,延平,重慶北路2段46巷7之10號
532,AE098,大同,延平,西寧北路32號對面燈桿
533,AE099,大同,延平,延平北路1段與市民大道1段
534,AE-C02,大同,延平,延平北路2段83號
535,AF001,大同,民生,北市大同區歸綏街207號前路口監控
536,AF002,大同,民生,歸綏街181-1號
537,AF003,大同,民生,保安街30號
538,AF004,大同,民生,延平北路2段237號右旁對面人行道上口
539,AF005,大同,民生,甘州街13號
540,AF006,大同,民生,保安街49巷18號前燈桿
541,AF007,大同,民生,保安街51號
542,AF008,大同,民生,保安街72巷19號對面燈桿(碧霞宮旁)
543,AF009,大同,民生,保安街80號(往南)旁壁掛
544,AF010,大同,民生,民生西路293號-3號
545,AF011,大同,民生,甘州街29號
546,AF012,大同,民生,延平北路2段135巷7號
547,AF013,大同,民生,甘州街55號右前
548,AF014,大同,民生,重慶北路2段與涼州街口(太平國小旁)
549,AF015,大同,民生,保安街49巷30號右側旁
550,AF015,大同,民生,保安街49巷30號右側旁
551,AF016,大同,民生,涼州街54號
552,AF017,大同,民生,延平北路2段165號
553,AF018,大同,民生,歸綏街181-3號
554,AF019,大同,民生,歸綏街182號
555,AF020,大同,民生,重慶北路2段178號前中央分隔島(安源)
556,AF021,大同,民生,涼州街30號對面
557,AF022,大同,民生,甘州街50號後側牆上
558,AF023,大同,民生,重慶北路2段116號
559,AF024,大同,民生,延平北路2段民生西路口(東南角)
560,AF025,大同,民生,民生西路387號口
561,AF026,大同,民生,安西街1巷口
562,AF027,大同,民生,民生西路363號
563,AF028,大同,民生,涼州街104號左旁
564,AF029,大同,民生,迪化街1段153號
565,AF030,大同,民生,歸綏街301號
566,AF031,大同,民生,迪化街1段224巷24號
567,AF032,大同,民生,民生西路423巷27弄1號
568,AF033,大同,民生,延平北路2段144巷3號旁燈桿
569,AF034,大同,民生,延平北路2段170號
570,AF035,大同,民生,民生西路365號
571,AF036,大同,民生,民樂街78號
572,AF037,大同,民生,迪化街1段217號
573,AF038,大同,民生,民樂街179號
574,AF039,大同,民生,安西街2號旁燈桿
575,AF040,大同,民生,迪化街1段166號
576,AF041,大同,民生,歸綏街241號
577,AF042,大同,民生,歸綏街208號
578,AF043,大同,民生,迪化街1段247號右前
579,AF044,大同,民生,環河北路與涼州街口
580,AF045,大同,民生,環河北路1段243號
581,AF046,大同,民生,民生西路423巷口
582,AF048,大同,民生,延平河濱公園腳踏車道天水宮旁燈桿
583,AF049,大同,民生,環河北路1段269號
584,AF050,大同,民生,迪化街1段264號前
585,AF051,大同,民生,北市大同區延平北路2段239號太平國小路口監控
586,AF052,大同,民生,安西街150號右旁
587,AF052,大同,民生,安西街150號右旁
588,AF054,大同,民生,延平北路與民權西路口(台北橋下西南角號誌桿)
589,AF055,大同,民生,迪化街1段312巷9號
590,AF056,大同,民生,延平北路2段272巷46號
591,AF056,大同,民生,延平北路2段272巷46號
592,AF056,大同,民生,延平北路2段272巷46號
593,AF057,大同,民生,迪化街1段277號燈桿前路口監控
594,AF058,大同,民生,迪化街1段312巷10號牆上
595,AF059,大同,民生,環河北路1段429號前
596,AF060,大同,民生,迪化街1段340號
597,AF061,大同,民生,涼州街76號前
598,AF062,大同,民生,延平北路2段245號前(燈桿)
599,AF063,大同,民生,迪化街1段349號右前(民權西路口)
600,AF064,大同,民生,民權西路292巷2號前牆上
601,AF065,大同,民生,延平北路2段247巷23號前
602,AF066,大同,寧夏,重慶北路2段與民權西路南端分隔島號誌
603,AF066,大同,民生,重慶北路2段與民權西路南端分隔島號誌
604,AF067,大同,民生,延平北路2段268號
605,AF068,大同,民生,延平北路與涼州街口西北側號誌
606,AF069,大同,民生,民權西路248號左旁  
607,AF070,大同,民生,延平北路2段276號
608,AF071,大同,民生,迪化街1段260號前號誌
609,AF072,大同,民生,涼州街與重慶北路2段西南角
610,AF073,大同,民生,迪化街372號(民權西路口)
611,AF074,大同,民生,民權西路260號號誌桿
612,AF074,大同,民生,民權西路260號號誌桿
613,AF075,大同,民生,迪化街1段338號燈桿
614,AG001,大同,雙連,太原路183巷轉角.燈桿上
615,AG002,大同,雙連,南京西路105號牆上
616,AG003,大同,雙連,寧夏路2號前燈桿
617,AG004,大同,雙連,太原路175巷與太原路16巷轉角處
618,AG005,大同,雙連,太原路175巷27號燈桿
619,AG006,大同,雙連,承德路2段33號前
620,AG007,大同,雙連,重慶北路2段97巷36號牆上
621,AG008,大同,雙連,太原路與平陽街東北角鏡頭
622,AG009,大同,雙連,平陽街46號右前燈桿上
623,AG010,大同,雙連,重慶北路2段97巷2號對面燈桿
624,AG011,大同,雙連,平陽街1號對面號誌桿
625,AG012,大同,雙連,南京西路107巷17號牆上
626,AG013,大同,雙連,五原路25號對面號誌桿
627,AG014,大同,雙連,五原路18號右邊牆上
628,AG015,大同,雙連,太原路183巷口標示牌旁
629,AG016,大同,雙連,寧夏路44號外牆上鏡頭
630,AG017,大同,雙連,太原路163號旁燈桿
631,AG018,大同,雙連,太原路175巷1號前燈桿上
632,AG019,大同,雙連,重慶北路2段55號牆上
633,AG020,大同,雙連,太原路156巷
634,AG021,大同,雙連,太原路197號前號誌桿
635,AG022,大同,雙連,重慶北路2段73巷1弄1號
636,AG023,大同,雙連,重慶北路2段97巷27號右前燈桿
637,AG024,大同,雙連,重慶北路2段97巷27-1號右前燈桿
638,AG025,大同,雙連,南京西路、重慶北路口
639,AG027,大同,雙連,民生西路208號前
640,AG028,大同,雙連,赤峰街12巷9號
641,AG029,大同,雙連,赤峰街41巷13號旁燈桿
642,AG030,大同,雙連,南京西路27-1號前小綠人
643,AG031,大同,雙連,南京西路25巷2號
644,AG032,大同,雙連,赤峰街8巷2號牆上
645,AG033,大同,雙連,赤峰街40號對面燈桿
646,AG034,大同,雙連,承德路2段1巷口廟旁(對面)
647,AG035,大同,雙連,民生西路72號前
648,AG036,大同,雙連,承德路2段75巷28號前燈桿
649,AG037,大同,雙連,赤峰街77巷21號對面(77巷口)
650,AG038,大同,雙連,赤峰街71巷34號
651,AG039,大同,雙連,赤峰街12巷3號
652,AG040,大同,雙連,民生西路146-1號
653,AG041,大同,雙連,赤峰街49巷23號
654,AG042,大同,雙連,南京西路63號旁
655,AG043,大同,雙連,承德路2段49號旁壁掛
656,AG044,大同,雙連,赤峰街36號壁掛
657,AG045,大同,雙連,赤峰街44巷20號
658,AG046,大同,雙連,南京西路99之2號前燈桿
659,AG047,大同,雙連,南京西路25巷6號
660,AG048,大同,雙連,承德路2段131號對面分隔島
661,AG049,大同,雙連,承德路2段93號旁燈桿
662,AG050,大同,雙連,承德路2段109巷口
663,AG051,大同,雙連,太原路151號前左旁.號誌桿上
664,AH001,大同,建成,承德路1段69巷30號
665,AH001,大同,建成,承德路1段69巷30號
666,AH002,大同,建成,承德路1段80號派出所前燈桿
667,AH003,大同,建成,南京西路188號前
668,AH004,大同,建成,太原路135號旁燈桿
669,AH005,大同,建成,南京西路64巷12號前
670,AH005,大同,建成,南京西路64巷12號前
671,AH006,大同,建成,太原路79巷口(77號旁)
672,AH007,大同,建成,承德路1段64號旁
673,AH008,大同,建成,太原路111號前燈桿
674,AH009,大同,建成,承德路1段41巷8號前燈桿
675,AH010,大同,建成,承德路1段69巷口(71號旁)
676,AH011,大同,建成,承德路1段77-1號旁燈桿
677,AH012,大同,建成,南京西路64巷9弄4號旁燈桿
678,AH012,大同,建成,南京西路64巷9弄4號旁燈桿
679,AH013,大同,建成,南京西路18巷口
680,AH013,大同,建成,南京西路18巷口
681,AH014,大同,建成,南京西路64巷底(長安西路116號前)
682,AH014,大同,建成,南京西路64巷底(長安西路116號前)
683,AH015,大同,建成,長安西路105號側牆上
684,AH016,大同,建成,太原路133巷
685,AH017,大同,建成,南京西路18巷號牌燈桿
686,AH018,大同,建成,承德路1段31號前(分隔島號誌桿)
687,AH019,大同,建成,南京西路232號前小綠人桿
688,AH020,大同,建成,南京西路18巷4弄口(2號旁)
689,AH021,大同,建成,南京西路18巷6弄底
690,AH022,大同,建成,南京西路64巷14弄2號旁
691,AH023,大同,建成,太原路79巷底
692,AH024,大同,建成,太原路113號旁燈桿
693,AH025,大同,建成,重慶北路1段26巷9弄口
694,AH026,大同,建成,長安西路78巷3弄13號旁燈桿
695,AH027,大同,建成,重慶北路1段56號前分隔島號誌桿
696,AH028,大同,建成,長安西路196號旁號誌桿
697,AH029,大同,建成,"華陰街,太原路口"
698,AH030,大同,建成,華陰街119號
699,AH030,大同,建成,華陰街119號
700,AH031,大同,建成,華陰街87號牆上
701,AH032,大同,建成,長安西路78巷3弄2號後方防火巷燈桿
702,AH033,大同,建成,長安西路52巷口(全家便利超商旁)
703,AH034,大同,建成,長安西路138巷口燈桿
704,AH035,大同,建成,鄭州路33號前燈桿
705,AH036,大同,建成,太原路22巷3號前燈桿
706,AH037,大同,建成,太原路44號前
707,AH038,大同,建成,承德、長安西路口西南角
708,AH038,大同,建成,承德、長安西路口西南角
709,AH039,大同,建成,長安西路78巷4弄2號右旁燈桿
710,AH040,大同,建成,長安西路138巷5弄口
711,AH041,大同,建成,承德路1段19巷17號對面牆上
712,AH042,大同,建成,承德路與市民大道(西北角燈桿)
713,AH043,大同,建成,長安西路170號側牆
714,AH045,大同,建成,長安西路78巷1弄2之1號
715,AH046,大同,建成,重慶北路1段15巷口
716,AH047,大同,建成,承德路1段26號旁燈桿
717,AH048,大同,建成,華陰街203號壁掛(巷南監視巷內)
718,AH049,大同,建成,長安西路147號前號誌桿
719,AH050,大同,建成,鄭州路與承德路東端分隔島號誌桿
720,AH050,大同,建成,鄭州路與承德路東端分隔島號誌桿
721,AH051,大同,建成,承德路1段與市民大道口東側分隔島
722,AH052,大同,建成,太原路126號牆上
723,AH053,大同,建成,天水路4號
724,AH054,大同,建成,天水路20號前
725,AH056,大同,建成,南京西路248號
726,AH057,大同,建成,南京西路262巷右側
727,AH058,大同,建成,長安西路177巷14號
728,AH059,大同,建成,重慶北路1段81號牆上
729,AH060,大同,建成,重慶北路1段26巷9弄、長安西路口
730,AH060,大同,建成,重慶北路1段26巷9弄、長安西路口
731,AH061,大同,建成,重慶北路1段26巷50號
732,AH062,大同,建成,重慶北路1段80號前燈桿
733,AH063,大同,建成,重慶北路1段89巷10號牆上
734,AH064,大同,建成,長安西路145巷24號前燈桿
735,AH065,大同,建成,延平北路1段69巷口
736,AH066,大同,建成,南京西路、華亭街口
737,AH067,大同,建成,重慶北路1段24號中央分隔島
738,AH068,大同,建成,鄭州路87號燈桿(往東監視停車格、車道)
739,AH069,大同,建成,南京西路312號(南京西路華亭街口東南角)
740,AH070,大同,建成,南京西路282號牆上.後牆
741,AH071,大同,建成,天水路華亭街口(城乙化工門口)
742,AH072,大同,建成,南京西路302巷底
743,AH074,大同,建成,鄭州路27號
744,AH075,大同,建成,重慶北路1段101號右前燈桿
745,AH076,大同,建成,重慶北路1段26巷9弄3號壁掛
746,AH077,大同,建成,重慶北路1段1號前號誌桿
747,AH078,大同,建成,延平北路1段71號前燈桿
748,AH-C01,大同,建成,承德路、市民大道口
749,AH-C02,大同,建成,南京西路、重慶北路口
750,BA001,萬華,漢中街,西園路1段34巷口
751,BA002,萬華,漢中街,環河南路1段155巷3號對面
752,BA003,萬華,漢中街,雅江街28巷2弄1號
753,BA004,萬華,漢中街,西昌街59之2號
754,BA005,萬華,漢中街,西昌街29巷2號
755,BA007,萬華,漢中街,康定路46之2號
756,BA008,萬華,漢中街,康定路56巷1號
757,BA009,萬華,漢中街,峨眉街124號之4
758,BA010,萬華,漢中街,雅江街11號
759,BA011,萬華,漢中街,雅江街61之1號
760,BA011,萬華,漢中街,雅江街61之1號
761,BA012,萬華,漢中街,內江街154號
762,BA013,萬華,漢中街,長沙街2段181號
763,BA014,萬華,漢中街,長沙街2段174號
764,BA015,萬華,漢中街,西園路1段23號前
765,BA016,萬華,漢中街,西園路1段39巷12號
766,BA017,萬華,漢中街,成都路163號前出轄處
767,BA018,萬華,漢中街,成都路與環河南路1段口
768,BA019,萬華,漢中街,環河南路1段286號
769,BA020,萬華,漢中街,成都路118號
770,BA021,萬華,漢中街,康定路30巷尾與雅江街1-1號
771,BA022,萬華,漢中街,康定路94號
772,BA023,萬華,漢中街,長沙街2段169號
773,BA024,萬華,漢中街,貴陽街2段157號前
774,BA025,萬華,漢中街,貴陽街2段161號
775,BA026,萬華,漢中街,貴陽街2段211號前
776,BA027,萬華,漢中街,貴陽街2段183號前
777,BA028,萬華,漢中街,環河南路1段177號
778,BA029,萬華,漢中街,長沙街2段164號
779,BA030,萬華,漢中街,內江街170號
780,BA031,萬華,漢中街,環河南路1段129號
781,BA032,萬華,漢中街,漢中街147巷30號
782,BA033,萬華,漢中街,漢中街147巷6號前(金夜大飯店門口右側)
783,BA034,萬華,漢中街,漢中街151號
784,BA035,萬華,漢中街,貴陽街2段17巷11號(巷底)
785,BA036,萬華,漢中街,內江街142-1號
786,BA037,萬華,漢中街,成都路54號
787,BA038,萬華,漢中街,昆明街161號前
788,BA039,萬華,漢中街,隆昌街31號前
789,BA040,萬華,漢中街,隆昌街41號前
790,BA041,萬華,漢中街,昆明街196號側邊巷口
791,BA042,萬華,漢中街,內江街110巷1號
792,BA043,萬華,漢中街,隆昌街101號
793,BA044,萬華,漢中街,長沙街2段149巷2之1號旁
794,BA045,萬華,漢中街,康定路61巷1號
795,BA046,萬華,漢中街,長沙街136之14號
796,BA047,萬華,漢中街,長沙街2段9號
797,BA048,萬華,漢中街,長沙街與康定路口
798,BA049,萬華,漢中街,長沙街2段93號前
799,BA050,萬華,漢中街,長沙街2段41號
800,BA051,萬華,漢中街,中華路1段與長沙街2段口
801,BA052,萬華,漢中街,昆明街242號
802,BA052,萬華,昆明街,昆明街242號
803,BA053,萬華,漢中街,貴陽街2段115-1號旁燈桿
804,BA054,萬華,漢中街,西寧南路255號
805,BA055,萬華,漢中街,貴陽街2段1號前
806,BA056,萬華,漢中街,康定路41號前
807,BA057,萬華,漢中街,昆明街與內江街口
808,BA058,萬華,漢中街,西寧南路183之1號對面
809,BA059,萬華,漢中街,漢中街175號
810,BA060,萬華,漢中街,長沙街2段46號前
811,BA061,萬華,漢中街,長沙街2段72號
812,BA062,萬華,漢中街,長沙街2段106號
813,BA063,萬華,漢中街,長沙街2段117號前
814,BA064,萬華,漢中街,內江街81巷11號
815,BA065,萬華,漢中街,昆明街178巷2號
816,BA066,萬華,漢中街,內江街55巷9號
817,BA067,萬華,漢中街,成都路27巷12號
818,BA068,萬華,漢中街,成都路105巷8號
819,BA069,萬華,漢中街,康定路25巷34弄與成都路133巷3弄交叉口
820,BA070,萬華,漢中街,康定路25巷24號
821,BA071,萬華,漢中街,康定路25巷6號
822,BA071,萬華,漢中街,康定路25巷2-5號前燈桿
823,BA072,萬華,漢中街,昆明街120號旁
824,BA073,萬華,漢中街,峨嵋街6巷口
825,BA074,萬華,漢中街,西寧南路82巷7之2號
826,BA075,萬華,漢中街,昆明街136巷1弄11號
827,BA076,萬華,漢中街,昆明街136巷9號對面
828,BA077,萬華,漢中街,內江街55巷15號
829,BA078,萬華,漢中街,成都路76巷3號
830,BA079,萬華,漢中街,成都路27巷9弄5號
831,BA080,萬華,漢中街,昆明街184之2號
832,BA081,萬華,漢中街,昆明街121號
833,BA082,萬華,漢中街,西寧南路177號
834,BA083,萬華,漢中街,西寧南路90巷13號
835,BA084,萬華,漢中街,西寧南路82巷8號旁
836,BA085,萬華,漢中街,西寧南路181號
837,BA086,萬華,漢中街,成都路、漢中街口交叉口(西門6號出口)
838,BA087,萬華,漢中街,內江街53號旁
839,BA088,萬華,漢中街,成都路27巷口
840,BA089,萬華,漢中街,昆明街79號前小綠人桿
841,BA090,萬華,漢中街,成都路105巷15號
842,BA091,萬華,漢中街,成都路135號
843,BA093,萬華,漢中街,康定路25巷34弄5號
844,BA094,萬華,漢中街,峨嵋街56巷底
845,BA-LPR02,萬華,華江,中興橋(成都路)
